depth,avg_time_ns,avg_nodes,win_rate,draw_rate,loss_rate
1,21307.09009009009,5.495495495495495,0.66,0.06,0.28
2,248165.85784313726,38.666666666666664,0.9,0.02,0.08
3,1269590.9905213271,218.69194312796208,0.76,0.14,0.1
4,9976420.953125,1225.3020833333333,0.86,0.0,0.14
5,55689514.0974359,5640.0205128205125,0.76,0.08,0.16
6,136001676.00537634,21202.795698924732,0.88,0.0,0.12
