depth,avg_time_ns,avg_nodes,win_rate,draw_rate,loss_rate
1,69674.76,6.394285714285714,0.86,0.0,0.14
2,492334.94444444444,43.544444444444444,0.9,0.06,0.04
3,2979550.36,261.9942857142857,0.9,0.06,0.04
4,17745391.511494253,1366.632183908046,0.9,0.04,0.06
5,76957811.23030303,6638.642424242425,1.0,0.0,0.0
