route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
"25-N30-j25-92","04","N30","Floridsdorf - Neu Leopoldau","3","",""
"25-N35-j25-1","04","N35","Nußdorfer Straße - Salmannsdorf","3","",""
"25-N36-j25-1","04","N36","Nußdorfer Straße - Nußdorf","3","",""
"25-N36-j25-2","04","N36","Nußdorfer Straße - Nußdorf","3","",""
"25-N54-j25-1","04","N54","Westbahnhof - Ober St. Veit Haltestellenverlegung bis Juni 2025","3","",""
"25-N54-j25-2","04","N54","Westbahnhof - Ober St. Veit","3","",""
"25-N61-j25-1","04","N61","Liesing - Kalksburg, Lodererweg","3","",""
"25-N64-j25-1","04","N64","Alterlaa - Siebenhirten","3","",""
"25-N68-j25-1","04","N68","Quellenplatz - Oberlaa","3","",""
"25-N68-j25-2","04","N68","Quellenplatz - Oberlaa","3","",""
"25-N81-j25-1","04","N81","Praterstern - Praterbrücke","3","",""
"25-N84-j25-1","04","N84","Siegesplatz - Aspern Nord Baustellenfahrplan gültig von 02.07. bis vsl. September 2025","3","",""
"25-N84-j25-2","04","N84","Siegesplatz - Aspern Nord","3","",""
"25-N90-j25-1","04","N90","Erzherzog-Karl-Straße - Kaisermühlen-VIC","3","",""
"25-N91-j25-1","04","N91","Siegesplatz - Donaustadtbrücke","3","",""
