depth,avg_time_ns,avg_nodes,win_rate,draw_rate,loss_rate
1,21899.113636363636,5.509090909090909,0.52,0.06,0.42
2,224125.6761904762,37.40952380952381,0.9,0.1,0.0
3,1311762.2666666666,219.54285714285714,0.86,0.04,0.1
4,6483752.448979592,1199.5357142857142,0.86,0.0,0.14
5,36336633.23369565,5963.777173913043,0.86,0.02,0.12
