depth,avg_time_ns,avg_nodes,win_rate,draw_rate,loss_rate
1,122511.99421965318,6.433526011560693,0.88,0.02,0.1
2,1024945.4228571429,44.497142857142855,0.9,0.08,0.02
3,5882349.339080459,263.6666666666667,1.0,0.0,0.0
4,28353717.529761903,1414.4880952380952,0.96,0.02,0.02
5,122441104.84242424,6642.927272727273,1.0,0.0,0.0
