depth,avg_time_ns,avg_nodes,win_rate,draw_rate,loss_rate
1,30182.644444444446,5.408888888888889,0.56,0.08,0.36
2,36651.38392857143,5.446428571428571,0.62,0.0,0.38
3,29172.102222222224,5.435555555555555,0.58,0.1,0.32
4,23879.594594594593,5.495495495495495,0.66,0.02,0.32
5,34308.82882882883,5.486486486486487,0.64,0.02,0.34
